member_id,loan ,loan_amount,funded_amnt,funded_amnt_inv,term,batch_enrolled,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,verification_status_joint,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,loan_status
263557,1000,100000,1000,800,36 months,,10.08,B,B3,Guardian Industries,6 years,OWN,38000,Not Verified,n,"I am helping out a team mate in our racing team  by helping pay for a ready to run used race truck chevy s10,        i am a good candidate cause i can repay the loan, good credit after a mishap in 2002.  i have an auto payment lifestyle now.       I do have the money to give but would rather keep it as a cushion rather then spend it,  plus i think its better to get loans from p2p lending then from a bank.",major_purchase,Ready to Run Race Truck,481xx,MI,20.53,0,0,62,0,5,0,2308,46.2,25,f,103.5,0,0,0,0,,INDIVIDUAL,,69th week,0,,,,1
264135,11000,1100000,11000,1800.002109,36 months, ,11.03,C,C1,Albertsons Warehouse,< 1 year,OWN,20400,Not Verified,n,consolidate loans,debt_consolidation,debt,746xx,OK,6.82,0,2,0,0,5,0,3041,84.5,7,f,900.13,0,0,0,0,,INDIVIDUAL,,44th week,0,,,,0
264322,5000,500000,5000,1149.996033,36 months,BAT3275209,12.29,C,C5,Accredited Home Lenders,2 years,RENT,78000,Not Verified,n,"I've done my research and I'm confident that starting an Internet business is a great way to supplement my current income.  And the quickest way to be successful is to learn and implement strategies from someone who has a successful track record in the area where you want to be successful.  I've found someone who has had much success in setting up lucrative websites as well as coaching hundreds of people to do the same.  So the money request I'm making is for the coaching, marketing and products I need to make my future Internet Business a success.",other,Looking to start an Internet Business...,107xx,NY,8.15,1,6,14,0,7,0,4476,59.7,10,f,912.62,14.98650836,0,0,0,,INDIVIDUAL,,117th week,0,,,,0
264361,6000,600000,6000,1541.38,36 months,BAT3275209,13.24,D,D3,Avnet,1 year,OWN,42000,Not Verified,n,Consolidate cc with higher rates,debt_consolidation,Consolidation CC,850xx,AZ,25.14,0,0,0,0,9,0,19937,90.6,40,f,1301.86,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
264924,2300,230000,2300,589.6056582,36 months,BAT3147293,13.17,D,D2,UBS,10+ years,RENT,37152,Verified,n,"I need a loan to cover moving expenses such as buying new furniture, deposit on the apt etc. ",moving,tee_cee,088xx,NJ,2.26,0,0,46,0,4,0,2211,88.4,13,f,496.56,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
265083,7000,700000,7000,3868.59,36 months,BAT3275209,8.63,A,A5,Australian Gold,4 years,RENT,42000,Not Verified,n,Pay off credit cards and have better rate.,debt_consolidation,Credit Cards,900xx,CA,2.74,0,0,50,0,6,0,6496,40.1,12,f,970.31,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
266568,15000,1500000,15000,7126.01,36 months,BAT1864701,16.4,F,F3,University of Pennsylvania,2 years,RENT,38000,Not Verified,n,I am looking to consolidate all of my monthly bills into one lump sum in addition to getting medical care for my eyes.,debt_consolidation,Consolidate and Medical Loan,190xx,PA,13.71,0,2,0,0,11,0,9955,58.9,15,f,4086.68,0,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
268848,15000,1500000,15000,3174.999042,36 months,,9.76,B,B2,HD of Daytona,7 years,MORTGAGE,65000,Not Verified,n,Will be closing on a home loan in Georgia.  Our funding is locked in a CD until the end of May.,house,Home Down Payment,321xx,FL,11.35,0,2,0,0,7,0,3834,33.3,12,f,580.17,0,0,0,0,,INDIVIDUAL,,22th week,0,,,,0
269586,10000,1000000,10000,5635.86,36 months,BAT1864701,9.76,B,B2,Wilshire Home Entertainment,10+ years,RENT,64992,Not Verified,n,I'm getting married.,major_purchase,Personal Loan,913xx,CA,11.34,0,5,65,0,4,0,4945,2.7,14,f,1519.68,0,0,0,0,,INDIVIDUAL,,139th week,0,,,,1
270212,11200,1120000,11200,11187.76149,60 months,BAT357701,15.33,D,D3,Witron Intergrated logistics,2 years,RENT,46000,Not Verified,n,Make good money but I would like to pay off and get rid of the high interest credit cards and that evil dell account.  > No Delinquencies.<br/>Have never missed a car payment.<br/>  > Length of Employment: Almost 4 years<br/>  > I am an IT Manager.  I am the only IT Manager at the site so my job is very secure.  Thank you =)<br/>,debt_consolidation,HeliosCantra,850xx,AZ,17.19,0,1,,,7,0,7248,69.2,11,f,4696.05,0,0,0,0,,INDIVIDUAL,,222th week,0,,,,1
270339,10225,1022500,10225,3450.001022,36 months,BAT1864701,14.18,E,E1,Dolan & Associates,7 years,MORTGAGE,120000,Not Verified,n,I want to refinance my high interest credit cards.  Many of them are at 22%.   I am confident that getting a lower rate will make it easier for me to pay them off quicker.,credit_card,Refinance my High interest credit cards,210xx,MD,4.94,0,5,40,46,8,2,5854,46.5,13,f,2521.13,0,19.47,6.56,0,,INDIVIDUAL,,156th week,0,,,,0
270487,10000,1000000,10000,3744.24,36 months,BAT1864701,9.45,B,B1,jb hunt,6 years,MORTGAGE,85250,Not Verified,n,I am beginning my life with a new partner.  I respectfully request to borrow 25000 to cover the expenses that will incur and allow us to get settled together without too much stress.  Thank you for your consideration.  Paul,wedding,My New Life,782xx,TX,4.36,0,17,0,0,3,0,8271,47.8,10,f,1526.17,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
273364,2000,200000,2000,1800,36 months,BAT1864701,7.37,A,A1,Retired,10+ years,OWN,35000,Not Verified,n,Need pocket money for upcoming vacation.,vacation,Hawaii  toMaui,951xx,CA,0.86,0,0,0,0,6,0,324,0.2,14,f,12.48,0,0,0,0,,INDIVIDUAL,,4th week,0,,,,1
274365,10000,1000000,10000,4852.54,36 months,BAT1864701,11.03,C,C1,Lowe's Companies Inc,< 1 year,MORTGAGE,47000,Not Verified,n,"In the past year I bought a house, landed my dream job and became engaged to the greatest person in the entire universe. Icing on the cake would be knowing that I'm on my way to becoming debt free. My car will be paid off in 2 weeks so I want to redirect that money into paying off my credit card debt through a personal loan.",debt_consolidation,Making this the best year ever,280xx,NC,13.48,0,0,0,0,8,0,9697,58,10,f,1790.37,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
274484,4000,400000,4000,3426.38,36 months,,10.71,B,B5,,< 1 year,RENT,38000,Not Verified,n,I am looking for a 36 month amortization but plan to make a lump sum payment for the balance of the loan within 12 months.,debt_consolidation,Lower APR needed on debt,334xx,FL,3.85,0,0,0,0,2,0,6283,57.1,3,f,686.53,0,0,0,0,,INDIVIDUAL,,144th week,0,,,,1
274808,5500,550000,5500,3580.18,36 months,BAT1864701,10.71,B,B5,onslow co,10+ years,MORTGAGE,41000,Not Verified,n,"I finally sat down with all of my credit card bills and took a good look at what I owe and what I am paying to my creditors each month. Needless to say, it was pretty eye opening! I called each creditor to try and negotiate lower interest rates but was not very successful. A few creditors did lower their rates but not really enough to make a difference. Shorlty after my calls, I came across an article in TIME magazine about online lending that specifically mentioned this site. After completing the application, I found that I can get the money to pay off my debt at a much lower rate and have it paid off faster!  I am worth your risk. I want to get this debt cleaned up and gone! The cards have been cut up and destroyed and now the payments are on their way out. I have a child on their way to college in a few years and want to be able to provide that opportunity.  Thank you for your consideration!",debt_consolidation,getting free,285xx,NC,12.12,0,0,0,0,9,0,13427,82.9,15,f,950.97,0,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
274882,6800,680000,6800,701.3995781,36 months,BAT578944,13.87,D,D5,Pyramid Hotel Group,1 year,RENT,1.00E+05,Verified,n,"Purpose of loan: This loan will be utilized to pay down existing high interest credit as we work to establish equity.   I have never been delinquent in paying any of my debt.  My credit score is due to a high DTI ratio which I am working to turn around.   My financial situation: I am currently an Area Director of Sales & Marketing in New Orleans, LA.  Two years ago I accrued significant debt while traveling the world and generally """"""""""""""""""""""""""""""""being single.""""""""""""""""""""""""""""""""  Over the past year I have settled with my fiance, now wife, and have been in """"""""""""""""""""""""""""""""repayment mode"""""""""""""""""""""""""""""""" since October 2006.  I have wisely consolidated most of my debt with my employers federal credit union and am making progress so we may purchase our first home in 2008.  I am financially stable with a solid employment record.   Monthly net income: $6,000  Monthly expenses:  Housing: $400 - Wife (also employeed and earning $100,000+) currently manages the rent and most household expenditures so I may payoff our debt. Car expenses: $500  Utilities: $150 Phone, cable, internet: $75 Food, entertainment: $400  Credit cards and other loans: $2600",debt_consolidation,Consolodate High Interest Credit,701xx,LA,14.64,0,1,,,12,0,39411,97.8,26,f,1551.06,0,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
277183,4800,480000,4800,4053.694891,36 months,BAT447257,13.87,D,D5,Dr. Nicholas Johnnidis,3 years,RENT,48000,Not Verified,n,"$3,900 of this loan is to pay for my daughters eye surgery. Insurance will not cover it and she is ready to have the procedure done. The balance is to pay for dental bills. I would love to say its for vacation and having a great time but, i can only wish that for now!! I sincerely appreciate everyones help ! Thank you.",medical,oodis,115xx,NY,9.18,2,2,16,96,10,1,4945,64.2,20,f,1094.13,0,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
277896,12000,1200000,12000,6278.01,36 months,BAT1864701,10.39,B,B4,Springs School,4 years,RENT,30000,Not Verified,n,I am looking to consolidate my two credit card bills and pay them off within a three year period.,debt_consolidation,Credit Card Loan,119xx,NY,0,0,1,46,0,6,0,9258,71.2,14,f,2017.64,0,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
279424,25000,2500000,25000,12450.00394,36 months,BAT1864701,16.4,F,F3,SM Systems,5 years,MORTGAGE,98000,Not Verified,n,"Home Basement Construction. Just bought a 3,000 sq foot house and would like to finish the basement.",home_improvement,Home Basement Construction,681xx,NE,3.12,0,9,56,58,19,1,7005,38.9,24,f,3582,0,14910.04,5192.99,0,,INDIVIDUAL,,57th week,0,,,,0
280434,9600,960000,9600,7733.54,36 months,,14.82,E,E3,ING DIRECT Bank Fsb,1 year,MORTGAGE,65000,Not Verified,n,"I have approx $17K in Credit Card debt that I would like to stop paying revolving balances on.  Currently, I pay more than $500 in minimums each month on these cards and am hardly touching the principal.  I would like YOUR help to get off the merry-go-round of credit card debt and onto a plan to be debt free.  I am married, gainfully employed, and have been building my credit consistently for the past 4 years after some initial bumps in the road.  Any amount you can lend will be appreciated.",credit_card,Debt Consolidation - Want a lower rate!,606xx,IL,15.73,0,12,64,0,15,0,21712,73.9,25,f,2343.81,0,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
280818,5400,540000,5400,4419.377953,36 months, ,12.61,D,D1,"Mitchell Emert & Hill, P.C.",2 years,RENT,40500,Not Verified,n,"I am requesting this loan to finally get out of debt. I have been struggling with debt for the past 6 years.  I graduated from college with a degree in accounting in May of 2005.  Although my wonderful father paid for my tuition through school, I was living on my own all through school and depended on a part-time job and credit cards to pay for rent, groceries, gas, etc.   After I graduated, I was lucky enough to find my dream job rather quickly.  A junior accountant at a small,local CPA firm.  I have been there for 2 years now and have since been promoted to a senior.  Since getting this new job, I have gotten my debt down from 13,000 to 4,500.  I have contacted all the credit card companies asking for lower rates, but they say I cant have one because of the missed payments from years ago.  I feel so overwhelmed sometimes, I cant sleep.  I have 3 different credit cards all due at different times not to mention a car payment, rent, utilities, etc.  I have asked all the credit card companies for higher limits so I could consolidate to make one payment, but again, 2-3 years ago, when I was working 20 hours a week at a grocery store and going to school full time I had late payments and overdraft charges (mostly due to the late payment fees).  I am asking for this loan so that I can finally be free of this debt, and stop it from looming over my head.  I am planning to get married this fall and we both hope to be debt free before then, so we will be able to start saving for a house.  If I am get a loan, I will be forever greatful and hope one day not far from now to be in the position to help someone else who needs a hand. ",debt_consolidation,Payoff last of Student Credit Card Debt,379xx,TN,12.12,1,0,20,0,5,0,4565,68.1,11,f,1110.69,0,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
283823,15000,1500000,15000,9019.298386,36 months, ,9.45,B,B1,US Army,10+ years,RENT,62400,Not Verified,n,pay off credit card and place some money in the savings,debt_consolidation,drodo,136xx,NY,6.46,0,2,,,4,0,5196,34.6,14,f,2306.07,23.84898948,0,0,0,,INDIVIDUAL,,152th week,0,,,,1
288877,10000,1000000,10000,8226.49,36 months,BAT1864701,10.08,B,B3,Deloitte and Touche,< 1 year,RENT,48000,Not Verified,n,"Hello Everyone!  LendingClub is telling me to put my loan request in """"""""""""""""""""""""""""""""context"""""""""""""""""""""""""""""""" for you so here goes...  Ultimately the loan will serve several purposes, but will primarily be used as a debt consolidation tool.   I studied abroad in Oxford for about six months, and although I had the time of my life, and wouldn't give it back for the world, I think you'd have to live on the other side of the moon to not know how depressingly weak the U.S. dollar is, especially against the pound! Needless to say the fun didn't come cheap. Therefore a majority of the loan will be used to consolidate debt not only from my time in Oxford but at the University of San Diego as well.  The remaining balance will be used to help reignite an eBay business I never should have put on pause. Throughout all of high school and the first year of college (as well as a little bit this summer, before entering hell ah I mean the working world) I operated a surprisingly successful business effectively arbitraging products between eBay's U.S. and United Kingdom websites. Confused? Here's an example: this summer I purchased as many iPhones as I could afford at full retail price. The kicker is that I didn't turn around and sell them on eBay.com, but on eBay.co.uk - in Pounds Sterling, effectively making 2 to 1 on every phone sold. Though arbitrage has a dirty sound to it, it is nothing of the sort. The only problem has been that I haven't had enough of a cash position to buy product in bulk, and therefore reduce my cost of goods sold and ultimately increase profits. If I can obtain the requested loan amount I don't see that being a problem anymore. Finally, and perhaps most importantly to you, there is very little risk in such a business model - unless you believe in the mighty dollar’s ability to bounce back sometime soon, but for those of you who read… well I won’t digress.   Background Information:  I am originally from the great state of Minnesota but I moved to SoCal to attend the University of San Diego, from where I graduated last spring with degrees in Accounting and History. I am currently working for Deloitte & Touche as an auditor at Sempra Energy (a Fortune 500 company) in San Diego. I have no student loans (my education was my inheritance) or car loans or loans of any sort. Simply put, payments will not be a problem.   Thank you so much for your time, I truly appreciate it! ",debt_consolidation,Consolidate Debt / Arbitrage,921xx,CA,2.65,0,0,,,4,0,6512,16.4,4,f,1626.82,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
289998,22000,2200000,22000,9300,36 months,BAT1864701,9.76,B,B2,vitech systems,< 1 year,RENT,80000,Not Verified,n,"I would like a loan to pay off my credit cards.  I have 2 cards, one of which has a 0% interest rate for 1 year.  My other credit card has upped my APR which is becoming too high for me to continue making payments at that rate.  I also have a student loan, but I did not include that into my loan application calculations because I can manage those monthly payments.  My goal is to be debt-free by 2010.",debt_consolidation,Consolidate Debt,100xx,NY,9.81,0,1,69,,5,0,1998,22.4,23,f,1574.52,0,0,0,0,,INDIVIDUAL,,52th week,0,,,,1
292512,25000,2500000,25000,21515.35,36 months, ,14.18,E,E1,Dr. Susanne L. Gee & Co. PLLC,6 years,MORTGAGE,250000,Not Verified,n,"Solo female practitioner started medical clinic 6 years ago and has  1. several credit card balances at very high interest which she has been unable to pay off.  The banks do not give loans until a business is viable at least five years.  Current bank loans have been given for new inventory. staff benefits, office improvements, but have not covered old debt and new, unexpected expenses. 2. desire to have a professional website developed and do some marketing for practice. 3. desire to keep medical practice small and personal with low overhead.",other,Small Medical Practice,981xx,WA,19.09,0,1,,,29,0,214559,63.5,55,f,5762.68,0,0,0,0,,INDIVIDUAL,,148th week,0,,,,1
293079,9000,900000,9000,7125,36 months,BAT1864701,11.97,C,C4,Eaton Vance Management,2 years,RENT,57500,Not Verified,n,I would like to consolidate/close two of my high interest credit cards.,debt_consolidation,Looking to Consolidate Debt,018xx,MA,18.76,1,1,19,99,13,1,9883,66.7,28,f,1377.98,0,0,0,0,,INDIVIDUAL,,87th week,0,,,,1
294981,9000,900000,9000,7266.578481,36 months,BAT1864701,13.24,D,D3,CheckFreePay,8 years,MORTGAGE,67992,Not Verified,n,I am looking for a loan to consolidate high interest credit cards. Even paying double the minimums will take many years to pay off the balance and this 3 year loan is a much better solution. I have decent credit and no late payments. Thank you for your help!,debt_consolidation,Debt Consolidation,064xx,CT,18.51,0,10,,,17,0,7920,76.9,26,f,1950.57,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
299000,23100,2310000,23100,3800.00392,36 months,BAT1864701,12.29,C,C5,Computer Sciences Corporation,1 year,RENT,52000,Not Verified,n,"I need help to buy a beachfront café in Fort Lauderdale, Florida. It has been my lifelong dream to own a beachfront restaurant. I finally found the right place and the only thing stopping me is the last bit of financing.  I am a financial analyst and my restaurant manager is a certified master chef and certified by the America Hotel and Restaurant association. Together we can make this happen.  I currently have the business under contract subject to me obtaining the remaining amount. I have already put up a good portion of my own personal savings to reach this goal.  The café is directly across the road from the ocean and serves a variety of foods such as omelettes, pizza, panini, & smoothies. It has been owned by an Italian family who is moving back to Italy and wants to sell to a caring owner. I am the right person and need your help to achieve my dream.",major_purchase,Help Me Buy a Beachfront Cafe in Florida,480xx,MI,17.03,0,11,,,15,0,15455,22.4,21,f,467.53,0,0,0,0,,INDIVIDUAL,,13th week,0,,,,0
299594,6000,600000,6000,5363.38,36 months,,10.39,B,B4,UPMC,4 years,RENT,39684,Not Verified,n,Want to pay off credit card.,credit_card,Credit Card Loan,152xx,PA,13.88,0,1,,,9,0,7198,65.4,27,f,1009.05,14.98382209,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
299996,6000,600000,6000,6000,36 months,BAT447257,13.24,D,D3,National Liberty Museum,10+ years,OWN,38400,Not Verified,n,I need to do repairs on my home.,home_improvement,mcs project,191xx,PA,23.09,0,1,48,,10,0,9912,65.6,21,f,1299.94,0,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
300593,14000,1400000,14000,2580.17,36 months,BAT1864701,11.66,C,C3,Peacock Nine,3 years,RENT,55000,Not Verified,n,I am looking to consolidate my credit card debt at a lower interest rate than I currently receive.  Money from a loan would go to paying off my current credit card balances and would allow me to make only one payment per month. I am a young professional looking to save as much money as possible in the near future in order to attend MBA school full-time.  Paying off my credit card debt will allow me to attend school full-time instead of part-time.,debt_consolidation,Debt Consolidation Loan,606xx,IL,8.42,1,0,21,,14,0,17623,83.1,22,f,2657.52,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
302154,10000,1000000,6000,821.0353628,36 months,BAT447257,13.55,D,D4,State of California,10+ years,MORTGAGE,1.00E+05,Not Verified,n,"ISO funding to upgrade 7unit bldg in LV in order to position the property for sale in the future. I believe by improving the landscaping, renovating some units that became vacant recently & painting the exterior of building will improve the property. The building has equity of 50% of the value (400K) based on recent appraisal of similar property. ",other,Apt renovation loan,952xx,CA,9.28,2,4,10,,5,0,33351,99,20,f,1332.31,0,0,0,0,,INDIVIDUAL,,152th week,0,,,,1
303612,10000,1000000,10000,8850,36 months,BAT1864701,15.45,E,E5,city of oceanside,10+ years,RENT,60780,Verified,n,"I would be using the personal loan to pay off another loan that is at a very high interest rate (59%), and 1 credit card .  The rest would go towards other smaller bills.  This loan would allow me to only have 2 bills per month (not including utilities, groceries,etc..).   By paying off those two high interest items, I would be lessening my monthly output and improving my credit.  This would be such a relief to get these two items paid off in full.",debt_consolidation,Personal loan,925xx,CA,15.1,0,3,,,5,0,4344,54.3,18,f,2465.26,0,0,0,0,,INDIVIDUAL,,135th week,0,,,,1
306152,12000,1200000,12000,10127.91,36 months,BAT447257,10.39,B,B4,Guardian Life Insurance Company,< 1 year,RENT,45900,Not Verified,n,"Currently, I am paying a loan at a higher rate than what is offered here.  I want to get a better rate and I am willing to pay a higher min payment since I would pay off the debt in a shorter amount of time.  The original debt was accumulated while in college and a loan was taken out to consolidate my debt.  I recently heard about this site and wanted to get a better rate.    I live at home and pay no rent so I am trying to pay off my debt as soon as possible. ",credit_card,Lower Rate,073xx,NJ,18.75,0,0,,,16,0,14499,23.9,22,f,2012.95,0,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
306385,6000,600000,6000,4850,36 months,BAT1864701,12.29,C,C5,City of Colorado Springs,10+ years,MORTGAGE,77000,Not Verified,n,Get a better interest rate due to increase rate recently.,credit_card,Discover better rate,809xx,CO,17.69,0,5,,,17,0,57578,76.9,51,f,682.57,0,0,0,0,,INDIVIDUAL,,65th week,0,,,,1
307097,16600,1660000,16600,14050,36 months,BAT1864701,14.18,E,E1,Spherion,< 1 year,RENT,65160,Not Verified,n,"Hi there, I'm looking to consolidate all my credit card debt to assist in getting it paid off. With the interest rates on these, it's just taking way too long to pay these guys down.  I'm recently engaged, and am trying to envision purchasing a house in the next few years. The only way this will happen is if I'm able to get these credit cards paid off. I'm still paying student loans as well, however once I get these credit cards paid off, my car paid off (this November...yay!) I should be in good shape. Looking to hold onto my car for several more years so I can take that car payment and apply it towards getting this debt paid off.  I greatly appreciate this opportunity. Please accept my pre-emptive """"""""""""""""""""""""""""""""thank you!""""""""""""""""""""""""""""""""",debt_consolidation,Dumping That Debt For a Fresh Start!,925xx,CA,14.62,1,1,21,,9,0,11294,61.4,19,f,3867.76,0,0,0,0,,INDIVIDUAL,,161th week,0,,,,1
307520,7200,720000,7200,6225.000261,36 months,BAT1864701,11.03,C,C1,beachcomber,1 year,RENT,31000,Not Verified,n,number of things for. Pay off other loans. Trip for reunion.,other,consolidate,928xx,CA,14.4,0,0,,,6,0,19076,66.6,13,f,1123.55,0,18.93,6.59,0,,INDIVIDUAL,,109th week,0,,,,0
308383,15000,1500000,15000,11775,36 months,,9.76,B,B2,ArcherPoint,2 years,MORTGAGE,114000,Not Verified,n,I need to refinance a credit card loan that has had the APR reset to a higher rate than the initial one.  We have used it for moving purposes form California to Texas.  I am employeed as a software developer w/ a company that is nationwide and is the reason that I moved to work in a different market w/ the same company.,credit_card,Citibank AA MC refinance,750xx,TX,14.33,0,0,,,12,0,26402,87.3,29,f,791.38,0,0,0,0,,INDIVIDUAL,,31th week,0,,,,1
308640,10000,1000000,10000,8715.687253,36 months,BAT447257,13.87,D,D5,Mount Alvernia Academy,6 years,MORTGAGE,46900,Verified,n,I wish to consolidate three bill payments into one.Doing so will allow me to have a lower rate than these three credit cards presently have. This will allow me more monthly discretionary income to put back into the economy.,debt_consolidation,bill consolidation,021xx,MA,19.73,0,0,,,10,0,61882,60.6,24,f,2278.18,0,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
310957,3300,330000,3300,2825.000287,36 months,BAT1864701,11.97,C,C4,Pensacola Christian College,3 years,RENT,18000,Not Verified,n,"Purpose: I am in my last year of college and would like to be able to focus on studies as opposed to having to work as well as I have done in the past.  My financial situation:  I worked over my winter break and am expecting a good amount of money from my tax return, but it still will not be enough to get through the semester. I currently also have another loan out from Prosper that I expected to have paid back already, but due to some family issues this past summer I was not able to work as much as I was hoping to. I plan to repay the Prosper loan and some credit card debt with the money that I receive from this loan.",credit_card,Pay off Credit Debt and Finish School,325xx,FL,17.4,0,3,,,9,0,8562,32.9,16,f,127.05,0,0,0,0,,INDIVIDUAL,,22th week,0,,,,0
315193,24000,2400000,14000,7774.992364,36 months,BAT447257,16.08,F,F2,U.S. Federal Government,10+ years,MORTGAGE,105900,Verified,n,"I request 24,000 to help pay for college costs for myself and my wife.  We both have Bachelors Degrees and we are both working on our Masters.  This money will be used to pay living expenses during the next 12 - 18 months while we go to school.  We both work, me full time and her part time.  She is a full time student and I am part time student.",educational,Education,322xx,FL,20.39,0,1,,,21,0,33627,74.7,61,f,3034.42,0,0,0,0,,INDIVIDUAL,,96th week,0,,,,0
315892,10000,1000000,6000,3558.35,36 months,BAT447257,11.66,C,C3,ACORD Corporation,3 years,RENT,67000,Not Verified,n,Need to help finance my restaurant.,other,Sanbrion,109xx,NY,7.07,0,0,44,,9,0,8224,52.1,24,f,1138.68,0,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
316343,3250,325000,3250,3025,36 months, ,17.66,G,G2,grand ledge public schools,10+ years,MORTGAGE,44000,Not Verified,n,"Looking for a loan, which I can pay off over 6 months to a year.  I have some unexpected medical expensives",medical,personal loan,488xx,MI,26.84,1,4,6,,7,0,31416,97.6,31,f,429.72,14.89610945,0,0,0,,INDIVIDUAL,,48th week,0,,,,1
322687,5000,500000,5000,4875,36 months, ,18.29,G,G4,newark beth israel medical center,4 years,MORTGAGE,60000,Not Verified,n,to payoff a high interest credit card,credit_card,credit card,070xx,NJ,27.14,0,1,,,10,0,37962,85.1,31,f,1529.05,0,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
323023,5100,510000,5100,4600,36 months, ,10.08,B,B3,Ford Motor Company retired,10+ years,OTHER,15000,Not Verified,n,loan to pay off debt.,debt_consolidation,netty,481xx,MI,11.12,0,11,69,,11,0,9115,37.8,20,f,125.14,0,933.22,326.64,0,,INDIVIDUAL,,13th week,0,,,,0
325162,3200,320000,3200,3200,36 months,BAT447257,7.68,A,A2,Buffalo Psychiatric Center,10+ years,OWN,61717,Not Verified,n,To purchase a LCD television.,major_purchase,Television,142xx,NY,12.29,0,2,60,,20,0,7232,3.6,41,f,73.09,0,0,0,0,,INDIVIDUAL,,52th week,0,,,,1
329816,9600,960000,5600,2325.76,36 months,BAT447257,11.66,C,C3,Allstate,1 year,RENT,60000,Not Verified,n,Want to wipe out all of my credit card debt.  Will use the money to pay off all of my credit cards.,credit_card,pay off credit cards,064xx,CT,21.52,0,1,,,24,0,39010,34.2,51,f,1052.28,0,0,0,0,,INDIVIDUAL,,148th week,0,,,,1
330728,10000,1000000,5000,1525.009804,36 months,BAT447257,10.71,B,B5,Affordable Kitchen &,< 1 year,MORTGAGE,2.00E+05,Not Verified,n,"I own a retail business that sells new cabinetry.  We are also a home design center. A """"""""""""""""""""""""""""""""one stop shop"""""""""""""""""""""""""""""""" for people that are embarking on a new or remodel project.   I have been open since last June and business is good.  We have a lot of business in our pipeline since we just did two home shows and got a great deal of new leads from them.    We are just coming out of a slow season and find ourselves in need of some cash flow.    I have three great designers and we are interviewing to hire two more to keep up with the new business we should be writing over the next few months.    I have outstanding bills with one of my vendors and would like to pay them off.  $25000.00 would do that.  ",other,Business Loan,895xx,NV,12.48,0,1,45,,20,0,53087,69.9,30,f,494.89,0,0,0,0,,INDIVIDUAL,,56th week,0,,,,0
331426,6400,640000,6400,6400,36 months,BAT447257,10.39,B,B4,Jabil Circuit,7 years,RENT,87000,Not Verified,n,This loan is to consolidate two loans and finish off an American Express bill.,debt_consolidation,Debt Consolidation/ Amex,950xx,CA,14.79,0,2,56,,11,0,21532,66.9,28,f,1076.46,0,0,0,0,,INDIVIDUAL,,156th week,0,,,,1
338578,10000,1000000,4275,1026.96,36 months,,8.32,A,A4,DandD Toys,2 years,MORTGAGE,36000,Not Verified,n,"DandD Toys (www.DandDToys.com) is expanding it's offering with new products and a major parts department for Chinese ATV's, Dirt Bikes, Go-Karts, Dirt Bikes, etc.  We need funding to import additional products, so we can offer products other dealers are not yet offering.  We are also creating a major service department (we currently have certified mechanics on duty, and offer parts for our products). We want to offer parts for all major Chinese brand ATV's. They are in high demand, and are difficult to find.  We want to bring in a large selection of parts to meet that market demand.  The loan will be used for that purpose.",other,Business Inventory Expansion,841xx,UT,1.77,0,3,,,10,0,6837,17.5,28,f,572.29,29.99261084,0,0,0,,INDIVIDUAL,,169th week,0,,,,1
339384,3600,360000,2150,125.0161338,36 months, ,14.82,E,E3,rons staffing,10+ years,RENT,35000,Not Verified,n,i was looking to pay off my credit cards. because in the near furture i need to get a better car before winter comes again.,debt_consolidation,consolidate,606xx,IL,13.68,0,4,34,,9,0,4207,79.4,20,f,26.54,0,118.91,21.4038,0,,INDIVIDUAL,,4th week,0,,,,0
